x,y
2015-03-23T21:00:00.000Z,23.20147738
2015-03-23T22:00:00.000Z,22.56820629
2015-03-23T23:00:00.000Z,22.32056755
2015-03-24T00:00:00.000Z,20.86611186
2015-03-24T01:00:00.000Z,18.53601835
2015-03-24T02:00:00.000Z,17.51567245
2015-03-24T03:00:00.000Z,17.20668975
2015-03-24T04:00:00.000Z,17.19746046
2015-03-24T05:00:00.000Z,17.33778359
2015-03-24T06:00:00.000Z,17.28662296
2015-03-24T07:00:00.000Z,17.42911049
2015-03-24T08:00:00.000Z,17.4228793
2015-03-24T09:00:00.000Z,17.42095612
2015-03-24T10:00:00.000Z,17.14175783
2015-03-24T11:00:00.000Z,17.30485846
2015-03-24T12:00:00.000Z,17.33748279
2015-03-24T13:00:00.000Z,17.70165093
2015-03-24T14:00:00.000Z,17.56375289
2015-03-24T15:00:00.000Z,18.82761634
2015-03-24T16:00:00.000Z,19.44046487
2015-03-24T17:00:00.000Z,20.56460497
2015-03-24T18:00:00.000Z,21.95255079
2015-03-24T19:00:00.000Z,21.90402218
2015-03-24T20:00:00.000Z,22.81975416
2015-03-24T21:00:00.000Z,22.23908319
2015-03-24T22:00:00.000Z,22.46882449
2015-03-24T23:00:00.000Z,21.94618288
2015-03-25T00:00:00.000Z,21.32188831
2015-03-25T01:00:00.000Z,19.96887384
2015-03-25T02:00:00.000Z,18.9409031
2015-03-25T03:00:00.000Z,18.18299315
2015-03-25T04:00:00.000Z,17.60711327
2015-03-25T05:00:00.000Z,17.41557125
2015-03-25T06:00:00.000Z,17.81122388
2015-03-25T07:00:00.000Z,18.01183715
2015-03-25T08:00:00.000Z,17.99251107
2015-03-25T09:00:00.000Z,17.91461075
2015-03-25T10:00:00.000Z,17.63542977
2015-03-25T11:00:00.000Z,17.29909594
2015-03-25T12:00:00.000Z,16.89425341
2015-03-25T13:00:00.000Z,17.02159113
2015-03-25T14:00:00.000Z,17.53705472
2015-03-25T15:00:00.000Z,19.62395692
2015-03-25T16:00:00.000Z,21.42848625
2015-03-25T17:00:00.000Z,22.59716229
2015-03-25T18:00:00.000Z,24.4516364
2015-03-25T19:00:00.000Z,26.31417983
2015-03-25T20:00:00.000Z,27.29667258
2015-03-25T21:00:00.000Z,27.85940089
2015-03-25T22:00:00.000Z,26.98771524
2015-03-25T23:00:00.000Z,26.14196529
2015-03-26T00:00:00.000Z,24.29671351
2015-03-26T01:00:00.000Z,21.2627784
2015-03-26T02:00:00.000Z,19.62233665
2015-03-26T03:00:00.000Z,18.97029366
2015-03-26T04:00:00.000Z,18.64173108
2015-03-26T05:00:00.000Z,18.54300284
2015-03-26T06:00:00.000Z,18.25972095
2015-03-26T07:00:00.000Z,17.82518352
2015-03-26T08:00:00.000Z,17.47268774
2015-03-26T09:00:00.000Z,17.65194608
2015-03-26T10:00:00.000Z,17.74917919
2015-03-26T11:00:00.000Z,17.59178818
2015-03-26T12:00:00.000Z,17.52394164
2015-03-26T13:00:00.000Z,17.53072011
2015-03-26T14:00:00.000Z,18.24899645
2015-03-26T15:00:00.000Z,20.27975179
2015-03-26T16:00:00.000Z,21.88870961
2015-03-26T17:00:00.000Z,23.8693783
2015-03-26T18:00:00.000Z,25.64349244
2015-03-26T19:00:00.000Z,27.33387017
2015-03-26T20:00:00.000Z,30.23530763
2015-03-26T21:00:00.000Z,31.67840142
2015-03-26T22:00:00.000Z,32.42433235
2015-03-26T23:00:00.000Z,33.16889807
2015-03-27T00:00:00.000Z,30.87132211
2015-03-27T01:00:00.000Z,26.89440976
2015-03-27T02:00:00.000Z,24.61281505
2015-03-27T03:00:00.000Z,22.88974643
2015-03-27T04:00:00.000Z,21.71487362
2015-03-27T05:00:00.000Z,20.8438711
2015-03-27T06:00:00.000Z,19.25596997
2015-03-27T07:00:00.000Z,18.33736865
2015-03-27T08:00:00.000Z,17.61777081
2015-03-27T09:00:00.000Z,17.19774444
2015-03-27T10:00:00.000Z,16.7043133
2015-03-27T11:00:00.000Z,16.24718113
2015-03-27T12:00:00.000Z,16.0878619
2015-03-27T13:00:00.000Z,15.63626353
2015-03-27T14:00:00.000Z,15.69252876
2015-03-27T15:00:00.000Z,16.11868551
2015-03-27T16:00:00.000Z,17.38862583
2015-03-27T17:00:00.000Z,18.25409101
2015-03-27T18:00:00.000Z,19.51483274
2015-03-27T19:00:00.000Z,20.60232663
2015-03-27T20:00:00.000Z,21.38540668
2015-03-27T21:00:00.000Z,21.9084984
